input_element,input_weakness,option_1,option_2,option_3,option_4,option_5,ideal_choice
Lightning,Fighting,Grass,Fire,Fire,Psychic,Fire,Fighting
Water,Lightning,Lightning,Grass,Grass,Psychic,Colorless,Lightning
Water,Lightning,Lightning,Water,Fire,Fire,Metal,Lightning
Lightning,Fighting,Metal,Fire,Grass,Psychic,Metal,Fighting
Lightning,Lightning,Lightning,Metal,Water,Psychic,Lightning,Lightning
Grass,Fire,Fighting,Fire,Metal,Colorless,Lightning,Fire
Colorless,Fighting,Metal,Psychic,Psychic,Colorless,Darkness,Fighting
Lightning,Fighting,Metal,Psychic,Lightning,Colorless,Metal,Fighting
Colorless,Fighting,Psychic,Grass,Colorless,Metal,Water,Fighting
Psychic,Darkness,Metal,Metal,Fighting,Water,Colorless,Darkness
Fighting,Psychic,Lightning,Grass,Darkness,Fighting,Metal,Psychic
Fire,Water,Lightning,Fire,Metal,Darkness,Grass,Water
Water,Metal,Metal,Grass,Metal,Darkness,Colorless,Metal
Colorless,Lightning,Colorless,Fire,Lightning,Colorless,Fire,Lightning
Fighting,Grass,Fighting,Metal,Psychic,Psychic,Water,Grass
Psychic,Darkness,Darkness,Lightning,Metal,Water,Lightning,Darkness
Fire,Lightning,Darkness,Fire,Grass,Psychic,Water,Lightning
Psychic,Darkness,Fighting,Grass,Darkness,Psychic,Fighting,Darkness
Colorless,Lightning,Psychic,Fighting,Lightning,Darkness,Grass,Lightning
Grass,Fire,Lightning,Metal,Fighting,Water,Metal,Fire
Lightning,Fighting,Lightning,Fire,Darkness,Colorless,Metal,Fighting
Colorless,Lightning,Colorless,Fighting,Grass,Colorless,Grass,Lightning
Psychic,Darkness,Lightning,Metal,Metal,Fire,Lightning,Darkness
Lightning,Fighting,Psychic,Darkness,Grass,Fighting,Fighting,Fighting
Lightning,Fighting,Darkness,Darkness,Psychic,Fire,Metal,Fighting
Lightning,Lightning,Fighting,Darkness,Fire,Darkness,Psychic,Lightning
Psychic,Darkness,Lightning,Lightning,Water,Water,Colorless,Darkness
Colorless,Fighting,Colorless,Fire,Grass,Colorless,Grass,Fighting
Lightning,Fighting,Fire,Fire,Fighting,Psychic,Darkness,Fighting
Fire,Water,Fire,Darkness,Lightning,Darkness,Darkness,Water
Psychic,Darkness,Water,Colorless,Grass,Fire,Darkness,Darkness
Fighting,Grass,Grass,Metal,Colorless,Darkness,Fighting,Grass
Colorless,Fighting,Lightning,Fighting,Colorless,Lightning,Lightning,Fighting
Lightning,Fighting,Grass,Fighting,Fire,Colorless,Psychic,Fighting
Grass,Fire,Grass,Water,Darkness,Psychic,Water,Fire
Water,Lightning,Grass,Darkness,Lightning,Metal,Psychic,Lightning
Metal,Fire,Metal,Fire,Grass,Metal,Darkness,Fire
Fighting,Grass,Grass,Water,Grass,Colorless,Colorless,Grass
Colorless,Lightning,Colorless,Colorless,Psychic,Fighting,Grass,Lightning
Grass,Fire,Grass,Grass,Metal,Darkness,Metal,Fire
Fighting,Grass,Grass,Fighting,Water,Fighting,Water,Grass
Water,Lightning,Metal,Metal,Fighting,Fire,Psychic,Lightning
Grass,Fire,Fighting,Fire,Colorless,Grass,Psychic,Fire
Fighting,Grass,Fire,Grass,Darkness,Colorless,Fire,Grass
Fire,Water,Fighting,Water,Psychic,Grass,Lightning,Water
Psychic,Darkness,Fire,Lightning,Metal,Fire,Water,Darkness
Darkness,Fighting,Lightning,Water,Fighting,Grass,Fighting,Fighting
Colorless,Fighting,Metal,Water,Fighting,Darkness,Lightning,Fighting
Water,Metal,Fighting,Water,Grass,Fighting,Water,Metal
Psychic,Darkness,Colorless,Water,Grass,Lightning,Lightning,Darkness
Psychic,Darkness,Psychic,Water,Psychic,Fighting,Water,Darkness
Fighting,Grass,Grass,Lightning,Colorless,Metal,Lightning,Grass
Metal,Fire,Fighting,Fighting,Fire,Fire,Fighting,Fire
Lightning,Fighting,Grass,Fire,Colorless,Lightning,Fire,Fighting
Fire,Water,Darkness,Lightning,Fighting,Fighting,Water,Water
Lightning,Lightning,Lightning,Grass,Darkness,Colorless,Water,Lightning
Grass,Fire,Colorless,Fighting,Metal,Fire,Lightning,Fire
Water,Lightning,Colorless,Lightning,Lightning,Grass,Water,Lightning
Grass,Fire,Grass,Metal,Psychic,Grass,Fire,Fire
Fighting,Grass,Metal,Psychic,Colorless,Psychic,Lightning,Grass
Psychic,Darkness,Grass,Water,Water,Water,Water,Darkness
Water,Metal,Grass,Colorless,Colorless,Water,Psychic,Metal
Water,Lightning,Water,Metal,Water,Colorless,Lightning,Lightning
Water,Lightning,Fire,Psychic,Fire,Psychic,Psychic,Lightning
Colorless,Fighting,Fire,Colorless,Metal,Fire,Metal,Fighting
Fighting,Grass,Psychic,Darkness,Metal,Darkness,Fighting,Grass
Colorless,Fighting,Fire,Water,Colorless,Fire,Fire,Fighting
Grass,Fire,Metal,Water,Fire,Lightning,Fighting,Fire
Colorless,Fighting,Psychic,Colorless,Water,Grass,Psychic,Fighting
Grass,Fire,Lightning,Grass,Fighting,Grass,Psychic,Fire
